ts,explorer_validators,kobe_running_bam,in_both,only_explorer,only_kobe,disputed_stake_sol,kobe_total_validators,chain_validators,onchain_matched,stake_reported_sol,stake_onchain_sol,stake_abs_diff_sol,stake_max_rel_pct,stake_median_rel_pct,bam_headline_stake_sol,bam_headline_share_pct,bam_share_reported_pct,bam_share_onchain_pct
2026-08-15T07:54:22Z,379,378,377,2,1,453063.53,666,685,377,142420223.72,142420223.81,0.09,0.0040,0.0000,142576782.31,32.7592,32.7369,32.7369
2026-08-15T08:09:53Z,379,378,378,1,0,519.28,666,687,378,142533062.17,142533062.26,0.09,0.0040,0.0000,142539808.74,32.7507,32.7359,32.7359
2026-08-15T08:25:23Z,380,378,378,2,0,245278.19,666,687,379,142777821.08,142777821.17,0.09,0.0040,0.0000,142784567.65,32.8070,32.7921,32.7921
2026-08-15T08:40:53Z,379,378,378,1,0,519.28,666,687,378,142533062.17,142533062.26,0.09,0.0040,0.0000,142539808.74,32.7507,32.7359,32.7359
2026-08-15T08:56:23Z,379,378,378,1,0,519.28,666,687,378,142533062.17,142533062.26,0.09,0.0040,0.0000,142539808.74,32.7507,32.7359,32.7359
2026-08-15T09:11:55Z,379,378,378,1,0,519.28,666,687,378,142533062.17,142533062.26,0.09,0.0040,0.0000,142539808.74,32.7507,32.7359,32.7359
2026-08-15T09:27:00Z,379,378,378,1,0,519.28,666,687,378,142533062.17,142533062.26,0.09,0.0040,0.0000,142539808.74,32.7507,32.7359,32.7359
2026-08-15T09:42:29Z,379,378,378,1,0,519.28,666,687,378,142533062.17,142533062.26,0.09,0.0040,0.0000,142539808.74,32.7507,32.7359,32.7359
2026-08-15T09:58:08Z,379,378,378,1,0,519.28,666,687,378,142533062.17,142533062.26,0.09,0.0040,0.0000,142539808.74,32.7507,32.7359,32.7359
2026-08-15T10:13:39Z,380,378,378,2,0,245278.19,666,687,379,142777821.08,142777821.17,0.09,0.0040,0.0000,142784567.65,32.8070,32.7921,32.7921
2026-08-15T10:29:09Z,379,378,378,1,0,519.28,666,687,378,142533062.17,142533062.26,0.09,0.0040,0.0000,142539808.74,32.7507,32.7359,32.7359
2026-08-15T10:44:42Z,378,378,376,2,2,404896.35,666,687,377,142618202.92,142618203.01,0.09,0.0040,0.0000,142624949.49,32.7703,32.7554,32.7554
2026-08-15T11:00:12Z,379,377,376,3,1,404896.35,666,687,378,142533062.17,142533062.26,0.09,0.0040,0.0000,142539808.74,32.7507,32.7359,32.7359
2026-08-15T11:15:44Z,380,377,377,3,0,160137.44,666,687,379,142777821.08,142777821.17,0.09,0.0040,0.0000,142784567.65,32.8070,32.7921,32.7921
2026-08-15T11:31:15Z,379,378,378,1,0,519.28,666,687,378,142533062.17,142533062.26,0.09,0.0040,0.0000,142539808.74,32.7507,32.7359,32.7359
2026-08-15T11:46:45Z,379,378,378,1,0,519.28,666,687,378,142533062.17,142533062.26,0.09,0.0040,0.0000,142539808.74,32.7507,32.7359,32.7359
2026-08-15T12:02:16Z,380,378,378,2,0,32743.52,666,688,379,142565286.41,142565286.49,0.08,0.0040,0.0000,142572032.98,32.7581,32.7409,32.7409
2026-08-15T12:17:47Z,379,378,378,1,0,519.28,666,687,378,142533062.17,142533062.26,0.09,0.0040,0.0000,142539808.74,32.7507,32.7359,32.7359
2026-08-15T12:33:18Z,380,378,378,2,0,245278.19,666,687,379,142777821.08,142777821.17,0.09,0.0040,0.0000,142784567.65,32.8070,32.7921,32.7921
2026-08-15T12:48:57Z,381,379,379,2,0,107096.57,666,687,380,142884398.37,142884398.46,0.09,0.0040,0.0000,142891144.95,32.8315,32.8166,32.8166
2026-08-15T13:04:29Z,380,379,379,1,0,519.28,666,687,379,142777821.08,142777821.17,0.09,0.0040,0.0000,142784567.65,32.8070,32.7921,32.7921
2026-08-15T13:20:00Z,380,379,379,1,0,519.28,666,687,379,142777821.08,142777821.17,0.09,0.0040,0.0000,142784567.65,32.8070,32.7921,32.7921
2026-08-15T13:35:48Z,380,379,379,1,0,519.28,666,687,379,142777821.08,142777821.17,0.09,0.0040,0.0000,142784567.65,32.8070,32.7921,32.7921
2026-08-15T13:51:42Z,380,379,379,1,0,519.28,666,687,379,142777821.08,142777821.17,0.09,0.0040,0.0000,142784567.65,32.8070,32.7921,32.7921
2026-08-15T14:07:13Z,379,379,378,1,1,130686.59,666,687,378,142647653.77,142647653.85,0.08,0.0040,0.0000,142654400.34,32.7771,32.7622,32.7622
2026-08-15T14:22:46Z,380,379,379,1,0,519.28,666,687,379,142777821.08,142777821.17,0.09,0.0040,0.0000,142784567.65,32.8070,32.7921,32.7921
2026-08-15T14:38:17Z,380,379,379,1,0,519.28,666,687,379,142777821.08,142777821.17,0.09,0.0040,0.0000,142784567.65,32.8070,32.7921,32.7921
2026-08-15T14:53:48Z,380,379,379,1,0,519.28,666,687,379,142777821.08,142777821.17,0.09,0.0040,0.0000,142784567.65,32.8070,32.7921,32.7921
2026-08-15T15:09:20Z,380,379,379,1,0,519.28,666,687,379,142777821.08,142777821.17,0.09,0.0040,0.0000,142784567.65,32.8070,32.7921,32.7921
2026-08-15T15:24:52Z,380,379,379,1,0,519.28,666,687,379,142777821.08,142777821.17,0.09,0.0040,0.0000,142784567.65,32.8070,32.7921,32.7921
2026-08-15T15:40:23Z,380,379,379,1,0,519.28,666,687,379,142777821.08,142777821.17,0.09,0.0040,0.0000,142784567.65,32.8070,32.7921,32.7921
2026-08-15T15:55:56Z,382,379,379,3,0,224002.44,666,688,381,143001304.24,143001304.32,0.08,0.0040,0.0000,143008050.81,32.8583,32.8410,32.8410
2026-08-15T16:11:28Z,382,381,381,1,0,519.28,666,688,381,143001304.24,143001304.32,0.08,0.0040,0.0000,143008050.81,32.8583,32.8410,32.8410
2026-08-15T16:27:06Z,381,381,380,1,1,32743.52,666,687,380,142969080.00,142969080.08,0.08,0.0040,0.0000,142975826.57,32.8509,32.8360,32.8360
2026-08-15T16:42:40Z,381,380,380,1,0,519.28,666,687,380,142969080.00,142969080.08,0.08,0.0040,0.0000,142975826.57,32.8509,32.8360,32.8360
2026-08-15T16:58:12Z,381,380,380,1,0,519.28,666,687,380,142969080.00,142969080.08,0.08,0.0040,0.0000,142975826.57,32.8509,32.8360,32.8360
2026-08-15T17:14:03Z,381,380,380,1,0,519.28,666,687,380,142969080.00,142969080.08,0.08,0.0040,0.0000,142975826.57,32.8509,32.8360,32.8360
2026-08-15T17:29:34Z,381,380,380,1,0,519.28,666,687,380,142969080.00,142969080.08,0.08,0.0040,0.0000,142975826.57,32.8509,32.8360,32.8360
2026-08-15T17:45:10Z,381,380,380,1,0,519.28,666,686,380,142969080.00,142969080.08,0.08,0.0040,0.0000,142975826.57,32.8509,32.8495,32.8495
2026-08-15T18:00:42Z,381,380,380,1,0,519.28,666,686,380,142969080.00,142969080.08,0.08,0.0040,0.0000,142975826.57,32.8509,32.8423,32.8423
2026-08-15T18:16:15Z,380,381,379,1,2,98854.54,666,685,379,142902968.98,142902969.06,0.08,0.0040,0.0000,142909715.55,32.8357,32.8321,32.8321
2026-08-15T18:31:47Z,381,381,380,1,1,32743.52,666,686,380,142969080.00,142969080.08,0.08,0.0040,0.0000,142975826.57,32.8509,32.8423,32.8423
2026-08-15T18:47:18Z,381,380,380,1,0,519.28,666,687,380,142969080.00,142969080.08,0.08,0.0040,0.0000,142975826.57,32.8509,32.8360,32.8360
2026-08-15T19:02:59Z,381,380,380,1,0,519.28,666,687,380,142969080.00,142969080.08,0.08,0.0040,0.0000,142975826.57,32.8509,32.8360,32.8360
2026-08-15T19:18:34Z,380,380,379,1,1,100495.32,666,687,379,142869103.96,142869104.04,0.08,0.0040,0.0000,142875850.52,32.8280,32.8131,32.8131
2026-08-15T19:34:05Z,381,379,379,2,0,100495.32,666,687,380,142969080.00,142969080.08,0.08,0.0040,0.0000,142975826.57,32.8509,32.8360,32.8360
2026-08-15T19:49:55Z,381,379,379,2,0,100495.32,666,686,380,142969080.00,142969080.08,0.08,0.0040,0.0000,142975826.57,32.8509,32.8608,32.8608
2026-08-15T20:05:27Z,381,380,380,1,0,519.28,666,686,380,142969080.00,142969080.08,0.08,0.0040,0.0000,142975826.57,32.8509,32.8608,32.8608
2026-08-15T20:20:59Z,381,380,380,1,0,519.28,666,686,380,142969080.00,142969080.08,0.08,0.0040,0.0000,142975826.57,32.8509,32.8608,32.8608
2026-08-15T20:36:30Z,381,380,380,1,0,519.28,666,687,380,142969080.00,142969080.08,0.08,0.0040,0.0000,142975826.57,32.8509,32.8360,32.8360
2026-08-15T20:52:03Z,381,380,380,1,0,519.28,666,687,380,142969080.00,142969080.08,0.08,0.0040,0.0000,142975826.57,32.8509,32.8360,32.8360
2026-08-15T21:07:35Z,381,380,380,1,0,519.28,666,688,380,142969080.00,142969080.08,0.08,0.0040,0.0000,142975826.57,32.8509,32.8348,32.8348
2026-08-15T21:23:21Z,382,381,380,2,1,177995.29,666,688,381,143114331.77,143114331.86,0.09,0.0040,0.0000,143121078.34,32.8843,32.8682,32.8682
2026-08-15T21:39:06Z,382,381,380,2,1,177995.29,666,688,381,143114331.77,143114331.86,0.09,0.0040,0.0000,143121078.34,32.8843,32.8682,32.8682
2026-08-15T21:54:47Z,382,381,381,1,0,519.28,666,688,381,143114331.77,143114331.86,0.09,0.0040,0.0000,143121078.34,32.8843,32.8682,32.8682
2026-08-15T22:10:19Z,382,381,381,1,0,519.28,666,688,381,143114331.77,143114331.86,0.09,0.0040,0.0000,143121078.34,32.8843,32.8682,32.8682
2026-08-15T22:25:50Z,382,381,381,1,0,519.28,666,688,381,143114331.77,143114331.86,0.09,0.0040,0.0000,143121078.34,32.8843,32.8682,32.8682
2026-08-15T22:41:39Z,382,381,381,1,0,519.28,666,688,381,143114331.77,143114331.86,0.09,0.0040,0.0000,143121078.34,32.8843,32.8682,32.8682
2026-08-15T22:57:11Z,382,381,381,1,0,519.28,666,688,381,143114331.77,143114331.86,0.09,0.0040,0.0000,143121078.34,32.8843,32.8682,32.8682
2026-08-15T23:12:46Z,382,381,381,1,0,519.28,666,688,381,143114331.77,143114331.86,0.09,0.0040,0.0000,143121078.34,32.8843,32.8682,32.8682
2026-08-15T23:28:17Z,382,381,381,1,0,519.28,666,688,381,143114331.77,143114331.86,0.09,0.0040,0.0000,143121078.34,32.8843,32.8682,32.8682
2026-08-15T23:43:48Z,382,381,381,1,0,519.28,666,688,381,143114331.77,143114331.86,0.09,0.0040,0.0000,143121078.34,32.8843,32.8682,32.8682
2026-08-15T23:59:19Z,382,381,381,1,0,519.28,666,688,381,143114331.77,143114331.86,0.09,0.0040,0.0000,143121078.34,32.8843,32.8682,32.8682
2026-08-16T00:15:08Z,382,381,381,1,0,519.28,666,688,381,143114331.77,143114331.86,0.09,0.0040,0.0000,143121078.34,32.8843,32.8682,32.8682
2026-08-16T00:30:09Z,382,381,381,1,0,519.28,666,688,381,143114331.77,143114331.86,0.09,0.0040,0.0000,143121078.34,32.8843,32.8682,32.8682
2026-08-16T00:45:41Z,382,381,381,1,0,519.28,666,688,381,143114331.77,143114331.86,0.09,0.0040,0.0000,143121078.34,32.8843,32.8682,32.8682
2026-08-16T01:01:12Z,381,381,380,1,1,34865.90,666,688,380,143079985.15,143079985.24,0.09,0.0040,0.0000,143086731.72,32.8764,32.8603,32.8603
2026-08-16T01:16:56Z,382,381,381,1,0,519.28,666,688,381,143114331.77,143114331.86,0.09,0.0040,0.0000,143121078.34,32.8843,32.8682,32.8682
2026-08-16T01:32:03Z,382,381,381,1,0,519.28,666,688,381,143114331.77,143114331.86,0.09,0.0040,0.0000,143121078.34,32.8843,32.8682,32.8682
2026-08-16T01:47:35Z,382,381,381,1,0,519.28,666,688,381,143114331.77,143114331.86,0.09,0.0040,0.0000,143121078.34,32.8843,32.8682,32.8682
2026-08-16T02:03:07Z,381,381,380,1,1,191778.20,666,688,380,142923072.85,142923072.94,0.09,0.0040,0.0000,142929819.43,32.8404,32.8242,32.8242
2026-08-16T02:18:38Z,381,380,380,1,0,519.28,666,688,380,142923072.85,142923072.94,0.09,0.0040,0.0000,142929819.43,32.8404,32.8242,32.8242
2026-08-16T02:34:11Z,380,380,379,1,1,157491.21,666,688,379,142766100.92,142766101.01,0.09,0.0040,0.0000,142772847.50,32.8043,32.7882,32.7882
2026-08-16T02:49:42Z,381,380,380,1,0,519.28,666,688,380,142923072.85,142923072.94,0.09,0.0040,0.0000,142929819.43,32.8404,32.8242,32.8242
2026-08-16T03:05:14Z,381,380,380,1,0,519.28,666,688,380,142923072.85,142923072.94,0.09,0.0040,0.0000,142929819.43,32.8404,32.8242,32.8242
2026-08-16T03:20:15Z,381,380,380,1,0,519.28,666,688,380,142923072.85,142923072.94,0.09,0.0040,0.0000,142929819.43,32.8404,32.8242,32.8242
2026-08-16T03:35:48Z,381,380,380,1,0,519.28,666,688,380,142923072.85,142923072.94,0.09,0.0040,0.0000,142929819.43,32.8404,32.8242,32.8242
2026-08-16T03:51:19Z,381,380,380,1,0,519.28,666,688,380,142923072.85,142923072.94,0.09,0.0040,0.0000,142929819.43,32.8404,32.8242,32.8242
2026-08-16T04:06:50Z,381,380,380,1,0,519.28,666,688,380,142923072.85,142923072.94,0.09,0.0040,0.0000,142929819.43,32.8404,32.8242,32.8242
2026-08-16T04:22:22Z,381,380,380,1,0,519.28,666,688,380,142923072.85,142923072.94,0.09,0.0040,0.0000,142929819.43,32.8404,32.8242,32.8242
2026-08-16T04:37:54Z,381,380,380,1,0,519.28,666,688,380,142923072.85,142923072.94,0.09,0.0040,0.0000,142929819.43,32.8404,32.8242,32.8242
2026-08-16T04:53:50Z,381,380,380,1,0,519.28,666,688,380,142923072.85,142923072.94,0.09,0.0040,0.0000,142929819.43,32.8404,32.8242,32.8242
2026-08-16T05:09:20Z,381,380,380,1,0,519.28,666,688,380,142923072.85,142923072.94,0.09,0.0040,0.0000,142929819.43,32.8404,32.8242,32.8242
2026-08-16T05:25:02Z,381,380,380,1,0,519.28,666,688,380,142923072.85,142923072.94,0.09,0.0040,0.0000,142929819.43,32.8404,32.8242,32.8242
2026-08-16T05:41:01Z,381,380,380,1,0,519.28,666,688,380,142923072.85,142923072.94,0.09,0.0040,0.0000,142929819.43,32.8404,32.8242,32.8242
2026-08-16T05:56:31Z,381,380,380,1,0,519.28,666,688,380,142923072.85,142923072.94,0.09,0.0040,0.0000,142929819.43,32.8404,32.8242,32.8242
2026-08-16T06:12:02Z,381,380,380,1,0,519.28,666,688,380,142923072.85,142923072.94,0.09,0.0040,0.0000,142929819.43,32.8404,32.8242,32.8242
2026-08-16T06:27:33Z,381,380,380,1,0,519.28,666,688,380,142923072.85,142923072.94,0.09,0.0040,0.0000,142929819.43,32.8404,32.8242,32.8242
2026-08-16T06:43:03Z,381,380,380,1,0,519.28,666,688,380,142923072.85,142923072.94,0.09,0.0040,0.0000,142929819.43,32.8404,32.8242,32.8242
2026-08-16T06:58:34Z,381,380,380,1,0,519.28,666,688,380,142923072.85,142923072.94,0.09,0.0040,0.0000,142929819.43,32.8404,32.8242,32.8242
2026-08-16T07:14:07Z,381,380,380,1,0,519.28,666,688,380,142923072.85,142923072.94,0.09,0.0040,0.0000,142929819.43,32.8404,32.8242,32.8242
2026-08-16T07:29:48Z,381,380,380,1,0,519.28,666,687,380,142923072.85,142923072.94,0.09,0.0040,0.0000,142929819.43,32.8404,32.8823,32.8823
2026-08-16T07:45:18Z,381,380,380,1,0,519.28,666,688,380,142923072.85,142923072.94,0.09,0.0040,0.0000,142929819.43,32.8404,32.8242,32.8242
2026-08-16T08:00:48Z,381,380,380,1,0,519.28,666,688,380,142923072.85,142923072.94,0.09,0.0040,0.0000,142929819.43,32.8404,32.8242,32.8242
2026-08-16T08:15:50Z,380,379,379,1,0,519.28,666,688,379,142822879.48,142822879.58,0.10,0.0040,0.0000,142829626.06,32.8173,32.8012,32.8012
2026-08-16T08:31:20Z,380,379,379,1,0,519.28,666,688,379,142822879.48,142822879.58,0.10,0.0040,0.0000,142829626.06,32.8173,32.8012,32.8012
2026-08-16T08:46:51Z,380,379,379,1,0,519.28,666,688,379,142822879.48,142822879.58,0.10,0.0040,0.0000,142829626.06,32.8173,32.8012,32.8012
2026-08-16T09:02:21Z,380,379,379,1,0,519.28,666,688,379,142822879.48,142822879.58,0.10,0.0040,0.0000,142829626.06,32.8173,32.8012,32.8012
2026-08-16T09:17:53Z,381,379,379,2,0,100712.65,666,688,380,142923072.85,142923072.94,0.09,0.0040,0.0000,142929819.43,32.8404,32.8242,32.8242
2026-08-16T09:33:24Z,381,380,380,1,0,519.28,666,688,380,142923072.85,142923072.94,0.09,0.0040,0.0000,142929819.43,32.8404,32.8242,32.8242
2026-08-16T09:48:26Z,381,380,380,1,0,519.28,666,688,380,142923072.85,142923072.94,0.09,0.0040,0.0000,142929819.43,32.8404,32.8242,32.8242
2026-08-16T10:03:58Z,381,380,380,1,0,519.28,666,688,380,142923072.85,142923072.94,0.09,0.0040,0.0000,142929819.43,32.8404,32.8242,32.8242
2026-08-16T10:19:29Z,381,380,380,1,0,519.28,666,688,380,142923072.85,142923072.94,0.09,0.0040,0.0000,142929819.43,32.8404,32.8242,32.8242
2026-08-16T10:35:01Z,381,380,380,1,0,519.28,666,688,380,142923072.85,142923072.94,0.09,0.0040,0.0000,142929819.43,32.8404,32.8242,32.8242
2026-08-16T10:50:35Z,381,380,380,1,0,519.28,666,688,380,142923072.85,142923072.94,0.09,0.0040,0.0000,142929819.43,32.8404,32.8242,32.8242
2026-08-16T11:06:06Z,381,380,380,1,0,519.28,666,688,380,142923072.85,142923072.94,0.09,0.0040,0.0000,142929819.43,32.8404,32.8242,32.8242
2026-08-16T11:21:37Z,381,380,380,1,0,519.28,666,688,380,142923072.85,142923072.94,0.09,0.0040,0.0000,142929819.43,32.8404,32.8242,32.8242
2026-08-16T11:37:09Z,381,380,380,1,0,519.28,666,688,380,142923072.85,142923072.94,0.09,0.0040,0.0000,142929819.43,32.8404,32.8242,32.8242
2026-08-16T11:52:40Z,381,380,380,1,0,519.28,666,688,380,142923072.85,142923072.94,0.09,0.0040,0.0000,142929819.43,32.8404,32.8242,32.8242
2026-08-16T12:08:11Z,381,380,380,1,0,519.28,666,688,380,142923072.85,142923072.94,0.09,0.0040,0.0000,142929819.43,32.8404,32.8242,32.8242
2026-08-16T12:23:53Z,381,380,380,1,0,519.28,666,688,380,142923072.85,142923072.94,0.09,0.0040,0.0000,142929819.43,32.8404,32.8242,32.8242
2026-08-16T12:39:23Z,381,380,380,1,0,519.28,666,688,380,142923072.85,142923072.94,0.09,0.0040,0.0000,142929819.43,32.8404,32.8242,32.8242
2026-08-16T12:54:54Z,381,380,380,1,0,519.28,666,688,380,142923072.85,142923072.94,0.09,0.0040,0.0000,142929819.43,32.8404,32.8242,32.8242
2026-08-16T13:10:43Z,381,380,380,1,0,519.28,666,688,380,142923072.85,142923072.94,0.09,0.0040,0.0000,142929819.43,32.8404,32.8242,32.8242
2026-08-16T13:26:15Z,380,380,379,1,1,100712.65,666,687,379,142822879.48,142822879.58,0.10,0.0040,0.0000,142829626.06,32.8173,32.8088,32.8088
2026-08-16T13:42:01Z,380,379,379,1,0,519.28,666,687,379,142822879.48,142822879.58,0.10,0.0040,0.0000,142829626.06,32.8173,32.8088,32.8088
2026-08-16T13:57:32Z,380,379,379,1,0,519.28,666,687,379,142822879.48,142822879.58,0.10,0.0040,0.0000,142829626.06,32.8173,32.8088,32.8088
2026-08-16T14:13:03Z,380,379,379,1,0,519.28,666,687,379,142822879.48,142822879.58,0.10,0.0040,0.0000,142829626.06,32.8173,32.8088,32.8088
2026-08-16T14:28:35Z,380,379,379,1,0,519.28,666,687,379,142822879.48,142822879.58,0.10,0.0040,0.0000,142829626.06,32.8173,32.8088,32.8088
2026-08-16T14:44:07Z,380,379,379,1,0,519.28,666,687,379,142822879.48,142822879.58,0.10,0.0040,0.0000,142829626.06,32.8173,32.8088,32.8088
2026-08-16T14:59:38Z,381,379,379,2,0,100712.65,666,688,380,142923072.85,142923072.94,0.09,0.0040,0.0000,142929819.43,32.8404,32.8242,32.8242
2026-08-16T15:15:17Z,381,380,380,1,0,519.28,666,688,380,142923072.85,142923072.94,0.09,0.0040,0.0000,142929819.43,32.8404,32.8242,32.8242
2026-08-16T15:30:48Z,381,380,380,1,0,519.28,666,688,380,142923072.85,142923072.94,0.09,0.0040,0.0000,142929819.43,32.8404,32.8242,32.8242
2026-08-16T15:46:34Z,381,380,380,1,0,519.28,666,688,380,142923072.85,142923072.94,0.09,0.0040,0.0000,142929819.43,32.8404,32.8242,32.8242
2026-08-16T16:02:29Z,381,380,380,1,0,519.28,666,688,380,142923072.85,142923072.94,0.09,0.0040,0.0000,142929819.43,32.8404,32.8242,32.8242
2026-08-16T16:18:10Z,381,380,380,1,0,519.28,666,688,380,142923072.85,142923072.94,0.09,0.0040,0.0000,142929819.43,32.8404,32.8242,32.8242
2026-08-16T16:33:42Z,381,380,380,1,0,519.28,666,688,380,142923072.85,142923072.94,0.09,0.0040,0.0000,142929819.43,32.8404,32.8242,32.8242
2026-08-16T16:49:16Z,381,380,380,1,0,519.28,666,688,380,142923072.85,142923072.94,0.09,0.0040,0.0000,142929819.43,32.8404,32.8242,32.8242
2026-08-16T17:04:50Z,381,380,380,1,0,519.28,666,688,380,142923072.85,142923072.94,0.09,0.0040,0.0000,142929819.43,32.8404,32.8242,32.8242
2026-08-16T17:20:22Z,381,380,380,1,0,519.28,666,688,380,142923072.85,142923072.94,0.09,0.0040,0.0000,142929819.43,32.8404,32.8242,32.8242
2026-08-16T17:35:54Z,381,380,380,1,0,519.28,666,688,380,142923072.85,142923072.94,0.09,0.0040,0.0000,142929819.43,32.8404,32.8242,32.8242
2026-08-16T17:51:27Z,381,381,381,0,0,0.00,666,688,380,142923072.85,142923072.94,0.09,0.0040,0.0000,142929819.43,32.8404,32.8242,32.8242
2026-08-16T18:06:58Z,381,381,381,0,0,0.00,666,688,380,142923072.85,142923072.94,0.09,0.0040,0.0000,142929819.43,32.8404,32.8242,32.8242
2026-08-16T18:22:31Z,381,381,381,0,0,0.00,666,688,380,142923072.85,142923072.94,0.09,0.0040,0.0000,142929819.43,32.8404,32.8242,32.8242
2026-08-16T18:38:19Z,380,381,380,0,1,32152.53,666,687,379,142890920.32,142890920.41,0.09,0.0040,0.0000,142897666.90,32.8330,32.8193,32.8193
2026-08-16T18:53:51Z,381,381,381,0,0,0.00,666,688,380,142923072.85,142923072.94,0.09,0.0040,0.0000,142929819.43,32.8404,32.8242,32.8242
2026-08-16T19:09:23Z,381,381,381,0,0,0.00,666,688,380,142923072.85,142923072.94,0.09,0.0040,0.0000,142929819.43,32.8404,32.8242,32.8242
2026-08-16T19:24:54Z,379,380,379,0,1,87515.28,666,688,378,142705390.26,142705390.35,0.09,0.0040,0.0000,142712136.84,32.7903,32.7743,32.7743
2026-08-16T19:40:00Z,381,380,380,1,0,130167.31,666,688,380,142923072.85,142923072.94,0.09,0.0040,0.0000,142929819.43,32.8404,32.8242,32.8242
2026-08-16T19:55:47Z,381,380,380,1,0,130167.31,666,688,380,142923072.85,142923072.94,0.09,0.0040,0.0000,142929819.43,32.8404,32.8242,32.8242
2026-08-16T20:11:19Z,381,381,381,0,0,0.00,666,688,380,142923072.85,142923072.94,0.09,0.0040,0.0000,142929819.43,32.8404,32.8242,32.8242
2026-08-16T20:26:51Z,381,381,381,0,0,0.00,666,688,380,142923072.85,142923072.94,0.09,0.0040,0.0000,142929819.43,32.8404,32.8242,32.8242
2026-08-16T20:42:24Z,381,381,381,0,0,0.00,666,688,380,142923072.85,142923072.94,0.09,0.0040,0.0000,142929819.43,32.8404,32.8242,32.8242
2026-08-16T20:57:27Z,381,381,381,0,0,0.00,666,688,380,142923072.85,142923072.94,0.09,0.0040,0.0000,142929819.43,32.8404,32.8242,32.8242
2026-08-16T21:12:58Z,380,381,380,0,1,130167.31,666,688,379,142792905.54,142792905.63,0.09,0.0040,0.0000,142799652.11,32.8104,32.7944,32.7944
2026-08-16T21:28:29Z,381,381,381,0,0,0.00,666,688,380,142923072.85,142923072.94,0.09,0.0040,0.0000,142929819.43,32.8404,32.8242,32.8242
2026-08-16T21:44:01Z,381,381,381,0,0,0.00,666,688,380,142923072.85,142923072.94,0.09,0.0040,0.0000,142929819.43,32.8404,32.8242,32.8242
2026-08-16T21:59:32Z,381,381,381,0,0,0.00,666,688,380,142923072.85,142923072.94,0.09,0.0040,0.0000,142929819.43,32.8404,32.8242,32.8242
2026-08-16T22:15:05Z,381,381,381,0,0,0.00,666,688,380,142923072.85,142923072.94,0.09,0.0040,0.0000,142929819.43,32.8404,32.8242,32.8242
2026-08-16T22:30:37Z,381,381,381,0,0,0.00,666,688,380,142923072.85,142923072.94,0.09,0.0040,0.0000,142929819.43,32.8404,32.8242,32.8242
2026-08-16T22:46:10Z,381,381,381,0,0,0.00,666,688,380,142923072.85,142923072.94,0.09,0.0040,0.0000,142929819.43,32.8404,32.8242,32.8242
2026-08-16T23:01:41Z,381,381,381,0,0,0.00,666,688,380,142923072.85,142923072.94,0.09,0.0040,0.0000,142929819.43,32.8404,32.8242,32.8242
2026-08-16T23:17:13Z,381,381,381,0,0,0.00,666,688,380,142923072.85,142923072.94,0.09,0.0040,0.0000,142929819.43,32.8404,32.8242,32.8242
2026-08-16T23:32:46Z,381,381,381,0,0,0.00,666,688,380,142923072.85,142923072.94,0.09,0.0040,0.0000,142929819.43,32.8404,32.8242,32.8242
2026-08-16T23:48:18Z,381,381,381,0,0,0.00,666,688,380,142923072.85,142923072.94,0.09,0.0040,0.0000,142929819.43,32.8404,32.8242,32.8242
2026-08-17T00:03:48Z,381,381,381,0,0,0.00,666,688,380,142923072.85,142923072.94,0.09,0.0040,0.0000,142929819.43,32.8404,32.8242,32.8242
2026-08-17T00:19:28Z,381,381,381,0,0,0.00,666,688,380,142923072.85,142923072.94,0.09,0.0040,0.0000,142929819.43,32.8404,32.8242,32.8242
2026-08-17T00:34:57Z,381,381,381,0,0,0.00,666,688,380,142923072.85,142923072.94,0.09,0.0040,0.0000,142929819.43,32.8404,32.8242,32.8242
2026-08-17T00:50:28Z,381,381,381,0,0,0.00,666,688,380,142923072.85,142923072.94,0.09,0.0040,0.0000,142929819.43,32.8404,32.8242,32.8242
2026-08-17T01:06:00Z,380,381,380,0,1,85543.69,666,687,379,142837529.16,142837529.25,0.09,0.0040,0.0000,142844275.74,32.8207,32.8110,32.8110
2026-08-17T01:21:32Z,380,380,380,0,0,0.00,666,688,379,142837529.16,142837529.25,0.09,0.0040,0.0000,142844275.74,32.8207,32.8046,32.8046
2026-08-17T01:37:03Z,380,380,380,0,0,0.00,666,688,379,142837529.16,142837529.25,0.09,0.0040,0.0000,142844275.74,32.8207,32.8046,32.8046
2026-08-17T01:52:34Z,380,380,380,0,0,0.00,666,688,379,142837529.16,142837529.25,0.09,0.0040,0.0000,142844275.74,32.8207,32.8046,32.8046
2026-08-17T02:08:12Z,380,380,380,0,0,0.00,666,688,379,142837529.16,142837529.25,0.09,0.0040,0.0000,142844275.74,32.8207,32.8046,32.8046
2026-08-17T02:23:43Z,379,380,379,0,1,695065.52,666,687,378,142142463.64,142142463.73,0.09,0.0040,0.0000,142149210.22,32.6610,32.6972,32.6972
2026-08-17T02:39:15Z,381,380,380,1,0,85543.69,666,688,380,142923072.85,142923072.94,0.09,0.0040,0.0000,142929819.43,32.8404,32.8242,32.8242
2026-08-17T02:54:46Z,381,381,381,0,0,0.00,666,688,380,142923072.85,142923072.94,0.09,0.0040,0.0000,142929819.43,32.8404,32.8242,32.8242
2026-08-17T03:10:17Z,380,381,380,0,1,115595.53,666,688,379,142807477.32,142807477.41,0.09,0.0040,0.0000,142814223.89,32.8138,32.7977,32.7977
